Local Authority,LSOA Name,ONS Name,LSOA Code,Child Index 2011,Income domain_Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011
Powys,Welshpool Llanerchyddol,003D,W01000501,13.0,13.8,12.2,6.6,19.7,12.5,12.8,23.0
Powys,Ynyscedwyn,019D,W01000502,11.3,10.9,8.9,13.4,7.6,42.6,3.5,2.9
Powys,Yscir,016D,W01000503,14.2,0.9,4.7,7.7,0.0,4.2,92.2,4.2
Powys,Ystradgynlais 1,019E,W01000504,30.3,41.9,43.0,21.6,37.6,1.0,13.8,6.0
Powys,Ystradgynlais 2,019F,W01000505,17.7,19.8,11.4,14.2,14.5,30.1,21.1,17.6
Ceredigion,Aberaeron,005A,W01000506,8.6,9.5,9.1,0.1,8.6,27.2,1.2,23.0
Ceredigion,Aberporth 1,009A,W01000507,17.1,13.4,9.1,18.0,0.9,1.4,47.3,29.6
Ceredigion,Aberporth 2,009B,W01000508,28.4,18.9,22.6,54.6,1.9,18.3,43.7,32.3
Ceredigion,Aberteifi/Cardigan - Mwldan,009C,W01000509,19.9,19.1,25.8,11.1,16.5,8.1,20.6,46.1
Ceredigion,Aberteifi/Cardigan - Rhyd-y-Fuwch,#N/A,W01000510,27.2,29.4,26.9,34.5,30.8,9.6,0.3,62.1
Ceredigion,Aberteifi/Cardigan - Teifi,009E,W01000511,39.0,45.4,42.7,36.7,42.8,22.4,7.9,73.7
Ceredigion,Aberystwyth Bronglais,002A,W01000512,4.5,0.8,0.5,9.9,2.0,9.1,1.3,26.1
Ceredigion,Aberystwyth Canol/Central,002B,W01000513,24.6,12.4,12.7,38.5,57.8,21.9,6.2,96.6
Ceredigion,Aberystwyth Gogledd/North,002C,W01000514,9.4,2.3,1.8,1.0,13.1,9.7,13.7,83.1
Ceredigion,Aberystwyth Penparcau 1,003A,W01000515,26.4,21.5,27.0,37.9,27.3,0.3,15.9,67.3
Ceredigion,Aberystwyth Penparcau 2,003B,W01000516,27.8,33.1,30.2,20.6,18.0,0.7,20.2,62.3
Ceredigion,Aberystwyth Rheidol 1,002D,W01000517,12.0,4.4,3.3,3.9,44.7,23.8,18.1,47.0
Ceredigion,Aberystwyth Rheidol 2,003C,W01000518,13.6,10.6,14.2,6.7,11.3,28.1,15.9,31.9
Ceredigion,Beulah,010A,W01000519,19.7,19.9,13.2,3.1,1.4,9.2,64.2,23.1
Ceredigion,Borth 1,001A,W01000520,10.8,3.6,2.9,4.5,9.8,9.4,44.6,26.8
Ceredigion,Borth 2,001B,W01000521,17.6,11.6,7.8,17.8,17.9,42.0,33.6,22.1
Ceredigion,Capel Dewi,010B,W01000522,21.1,13.9,12.9,10.6,3.4,3.3,83.1,26.8
Ceredigion,Ceulanamaesmawr,001C,W01000523,12.8,5.2,8.4,0.7,1.7,12.4,55.5,28.8
Ceredigion,Ciliau Aeron,005B,W01000524,16.6,10.9,13.8,4.2,2.5,4.9,56.3,38.8
Ceredigion,Faenor 1,004A,W01000525,3.9,1.3,1.0,4.3,0.8,0.2,20.0,1.2
Ceredigion,Faenor 2,002E,W01000526,22.6,21.2,5.5,50.8,8.0,1.7,15.4,49.5
Ceredigion,Lampeter 1,008A,W01000527,8.1,8.0,3.0,0.0,9.2,21.2,0.2,46.7
Ceredigion,Lampeter 2,008B,W01000528,18.0,19.0,15.3,7.1,7.7,29.6,15.1,53.8
Ceredigion,Llanarth,007A,W01000529,23.8,23.5,23.8,5.0,3.8,15.5,59.8,34.2
Ceredigion,Llanbadarn Fawr - Padarn & Llanbadarn Fawr - Sulien,#N/A,W01000530,5.2,2.1,1.7,1.3,2.9,24.8,7.5,21.3
Ceredigion,Llandyfriog,010C,W01000531,19.7,11.4,16.7,25.2,4.7,12.9,45.1,30.7
Ceredigion,Llandysiliogogo,007B,W01000532,17.0,10.8,8.5,4.7,3.8,1.8,70.7,31.7
Ceredigion,Llandysul Town,010D,W01000533,25.9,30.9,19.4,18.2,11.0,37.2,22.6,47.4
Ceredigion,Llanfarian,004B,W01000534,10.9,5.7,4.6,7.9,0.9,8.4,43.8,14.0
Ceredigion,Llanfihangel Ystrad,008C,W01000535,21.3,14.5,11.3,16.2,1.0,10.0,76.6,24.2
Ceredigion,Llangeitho,006A,W01000536,18.9,12.3,13.2,14.2,2.2,3.0,66.7,23.2
Ceredigion,Llangybi,008D,W01000537,20.0,17.4,16.4,0.2,1.5,9.3,68.5,33.0
Ceredigion,Llanrhystyd,005C,W01000538,15.7,6.0,3.1,4.6,6.4,19.2,77.6,20.9
Ceredigion,Llansantffraed 1,005D,W01000539,21.2,11.4,17.9,7.0,0.8,4.8,90.9,24.6
Ceredigion,Llansantffraed 2,005E,W01000540,13.4,7.6,13.8,5.5,1.1,20.6,39.6,20.0
Ceredigion,Llanwenog,008E,W01000541,20.0,12.3,12.0,4.5,1.4,18.3,80.6,28.9
Ceredigion,Lledrod,006B,W01000542,16.6,7.2,7.6,10.7,2.0,7.3,72.3,26.2
Ceredigion,Melindwr,004C,W01000543,16.8,7.6,10.8,0.8,3.4,7.5,71.0,46.5
Ceredigion,New Quay,007C,W01000544,17.9,18.3,19.6,3.7,17.4,1.0,25.9,52.9
Ceredigion,Penbryn,007D,W01000545,18.2,11.1,9.4,4.9,0.9,10.7,79.8,22.4
Ceredigion,Pen-parc 1,009F,W01000546,29.1,20.7,6.6,63.6,2.3,5.2,57.5,38.3
Ceredigion,Pen-parc 2,009G,W01000547,17.8,8.7,4.9,16.6,1.3,1.3,69.7,38.9
Ceredigion,Tirymynach,001D,W01000548,12.9,10.2,4.8,8.2,3.5,4.3,47.5,13.4
Ceredigion,Trefeurig,001E,W01000549,11.6,0.1,6.2,12.2,0.5,7.5,56.8,17.4
Ceredigion,Tregaron,006C,W01000550,21.6,20.9,15.2,10.4,10.5,10.8,40.4,59.5
Ceredigion,Troedyraur,010E,W01000551,19.5,10.3,12.6,4.8,0.4,5.4,76.9,51.8
Ceredigion,Ystwyth,004D,W01000552,14.2,2.2,2.8,9.2,0.1,11.5,75.9,22.2
Pembrokeshire,Amroth,011A,W01000553,17.4,7.1,5.9,20.0,2.0,4.6,71.5,21.6
Pembrokeshire,Burton,009A,W01000554,12.2,4.8,5.8,7.3,1.1,1.2,58.7,16.1
Pembrokeshire,Camrose 1,008A,W01000555,12.3,2.8,5.1,1.6,2.1,6.4,68.0,22.0
Pembrokeshire,Camrose 2,008B,W01000556,16.9,8.9,8.1,22.7,0.3,2.5,59.5,17.8
Pembrokeshire,Carew,014A,W01000557,13.2,5.4,5.5,10.9,2.6,5.6,53.7,23.3
Pembrokeshire,Cilgerran,001A,W01000558,17.1,12.9,9.1,8.4,5.3,5.7,69.4,7.2
Pembrokeshire,Clydau,001B,W01000559,17.4,7.2,13.5,2.3,3.0,5.0,78.3,34.6
Pembrokeshire,Crymych 1,001C,W01000560,15.4,10.5,5.0,0.1,0.1,3.3,72.6,28.7
Pembrokeshire,Crymych 2,001D,W01000561,16.2,12.0,7.1,3.5,0.5,6.9,62.1,34.5
Pembrokeshire,Dinas Cross,002A,W01000562,16.2,9.7,10.1,1.7,6.0,1.5,72.9,23.9
Pembrokeshire,East Williamston 1,011B,W01000563,14.6,10.7,6.1,2.0,4.1,1.3,56.6,36.1
Pembrokeshire,East Williamston 2,011C,W01000564,14.1,5.4,8.0,24.2,6.5,0.4,40.1,21.6
Pembrokeshire,Fishguard North East,002B,W01000565,19.8,25.5,29.1,14.2,15.4,6.5,12.7,7.8
Pembrokeshire,Fishguard North West,002C,W01000566,17.0,19.8,32.1,5.2,17.8,0.3,3.3,35.2
Pembrokeshire,Goodwick,002D,W01000567,23.2,26.3,21.6,8.0,12.6,3.5,39.2,51.1
Pembrokeshire,Haverfordwest: Castle,005A,W01000568,19.0,18.2,19.0,20.4,51.1,16.2,1.4,26.4
Pembrokeshire,Haverfordwest: Garth 1,005B,W01000569,11.7,4.8,10.5,17.2,6.1,6.5,21.2,31.1
Pembrokeshire,Haverfordwest: Garth 2,005C,W01000570,48.0,67.3,52.2,40.2,67.6,3.8,12.5,42.0
Pembrokeshire,Haverfordwest: Portfield,006A,W01000571,18.8,22.5,21.8,19.2,11.9,3.6,5.5,36.4
Pembrokeshire,Haverfordwest: Prendergast,005D,W01000572,11.4,6.3,9.8,25.5,3.6,16.5,3.9,23.9
Pembrokeshire,Haverfordwest: Priory,006B,W01000573,15.0,15.6,9.9,22.5,6.3,17.5,7.6,25.4
Pembrokeshire,Hundleton,015A,W01000574,16.2,10.0,9.2,8.3,3.7,5.3,66.0,18.3
Pembrokeshire,Johnston,008C,W01000575,22.9,14.4,29.2,21.3,13.1,8.1,47.8,33.7
Pembrokeshire,Kilgetty/Begelly,011D,W01000576,20.9,21.3,12.7,5.3,6.8,1.3,54.0,53.1
Pembrokeshire,Lampeter Velfrey,007A,W01000577,16.7,7.1,5.0,8.0,0.7,5.7,77.2,35.1
Pembrokeshire,Lamphey,014B,W01000578,17.0,5.7,6.3,19.8,5.5,8.5,63.1,32.8
Pembrokeshire,Letterston,003A,W01000579,14.4,9.7,9.0,1.5,2.4,8.7,58.5,22.6
Pembrokeshire,Llangwm,009B,W01000580,12.5,5.8,11.3,11.1,0.7,2.6,47.2,10.3
Pembrokeshire,Llanrhian,003B,W01000581,13.2,10.3,6.6,6.0,0.7,1.4,57.2,5.5
Pembrokeshire,Maenclochog 1,004A,W01000582,20.7,14.1,3.2,3.0,0.2,1.3,97.4,44.3
Pembrokeshire,Maenclochog 2,004B,W01000583,13.5,12.1,3.9,0.3,3.0,1.4,57.8,18.9
Pembrokeshire,Manorbier,014C,W01000584,17.3,11.5,7.2,18.2,7.9,1.9,48.3,38.8
Pembrokeshire,Martletwy,007B,W01000585,16.8,6.5,5.0,2.3,1.9,4.0,89.1,33.0
Pembrokeshire,Merlin's Bridge,006C,W01000586,29.2,28.3,41.6,30.4,8.9,9.3,26.7,42.0
Pembrokeshire,Milford: Central,010A,W01000587,23.4,9.2,24.1,51.4,27.1,63.6,7.2,14.6
Pembrokeshire,Milford: East,010B,W01000588,28.2,29.6,35.5,30.9,50.3,10.8,7.1,30.3
Pembrokeshire,Milford: Hakin 1,012A,W01000589,25.7,30.1,35.6,19.2,27.5,27.5,7.1,25.0
Pembrokeshire,Milford: Hakin 2,012B,W01000590,20.0,18.3,24.2,9.8,14.4,66.5,10.2,25.1
Pembrokeshire,Milford: Hubberston 1,012C,W01000591,28.3,23.1,27.4,36.4,29.4,30.9,28.6,34.3
Pembrokeshire,Milford: Hubberston 2,012D,W01000592,50.7,44.6,54.5,82.2,27.4,14.9,30.2,87.5
Pembrokeshire,Milford: North,010C,W01000593,18.8,19.8,21.7,17.4,13.6,11.6,5.9,46.6
Pembrokeshire,Milford: West,012E,W01000594,31.3,37.7,40.6,28.0,33.0,24.6,3.7,38.1
Pembrokeshire,Narberth,007C,W01000595,13.6,16.3,11.1,13.9,12.7,1.8,3.4,37.4
Pembrokeshire,Narberth Rural,007D,W01000596,15.0,7.6,12.1,14.6,1.7,1.1,55.9,11.6
Pembrokeshire,Newport,002E,W01000597,15.7,8.7,10.0,6.5,8.2,6.0,45.0,57.6
Pembrokeshire,Neyland: East,009C,W01000598,19.5,12.1,25.2,18.8,16.1,7.8,35.4,32.0
Pembrokeshire,Neyland: West,009D,W01000599,25.3,16.1,24.8,19.6,9.4,30.8,54.1,48.0
Pembrokeshire,Pembroke Dock: Central,013A,W01000600,26.6,22.0,33.2,31.7,41.6,25.0,16.4,27.1
Pembrokeshire,Pembroke Dock: Llanion 1,013B,W01000601,56.8,70.2,56.6,64.8,59.6,37.3,10.7,66.9
Pembrokeshire,Pembroke Dock: Llanion 2,013C,W01000602,20.5,17.5,27.4,14.6,14.9,28.6,32.3,8.5
Pembrokeshire,Pembroke Dock: Market,013D,W01000603,24.1,20.2,30.1,29.9,24.2,13.3,21.6,28.6
Pembrokeshire,Pembroke Dock: Pennar 1,013E,W01000604,34.0,33.7,42.0,46.8,26.9,8.6,17.9,41.4
Pembrokeshire,Pembroke Dock: Pennar 2,013F,W01000605,28.0,21.4,22.7,61.4,19.9,7.6,18.2,36.0
Pembrokeshire,Pembroke: Monkton,015B,W01000606,50.8,53.7,51.0,71.2,42.9,7.6,14.8,98.2
Pembrokeshire,Pembroke: St. Mary North,015C,W01000607,44.7,39.0,55.7,64.6,44.6,19.8,13.3,78.7
Pembrokeshire,Pembroke: St. Mary South,015D,W01000608,31.0,31.9,25.1,31.6,57.5,29.9,10.9,56.2
Pembrokeshire,Pembroke: St. Michael,014D,W01000609,11.0,11.8,8.7,2.4,6.6,5.7,30.3,7.7
Pembrokeshire,Penally,016A,W01000610,9.9,2.8,2.2,13.9,10.1,4.6,31.6,23.4
Pembrokeshire,Rudbaxton,004C,W01000611,15.7,2.7,6.5,23.2,0.8,8.7,54.2,40.0
Pembrokeshire,St. David's,003C,W01000612,16.7,10.7,7.4,27.9,7.4,7.4,24.0,50.3
Pembrokeshire,St. Dogmaels,001E,W01000613,22.7,20.9,10.7,11.2,4.6,15.7,64.0,41.3
Pembrokeshire,St. Ishmael's,008D,W01000614,23.1,10.4,13.9,16.9,11.2,19.2,95.8,10.1
Pembrokeshire,Saundersfoot 1,011E,W01000615,10.0,7.7,5.2,3.0,4.4,1.2,36.3,17.7
Pembrokeshire,Saundersfoot 2,011F,W01000616,19.2,14.6,4.2,24.1,18.4,3.4,44.0,41.1
Pembrokeshire,Scleddau,002F,W01000617,25.3,18.0,19.3,34.4,5.4,7.1,67.6,12.5
Pembrokeshire,Solva,003D,W01000618,17.9,18.6,11.8,1.2,3.2,10.1,56.1,24.5
Pembrokeshire,Tenby: North,016B,W01000619,10.0,11.6,3.2,6.3,8.0,7.3,6.5,42.2
Pembrokeshire,Tenby: South 1,016C,W01000620,16.7,17.7,3.5,16.1,40.4,7.6,10.3,47.5
Pembrokeshire,Tenby: South 2,016D,W01000621,18.5,18.7,14.7,20.2,13.7,17.1,11.1,44.6
Pembrokeshire,The Havens,008E,W01000622,14.2,3.4,8.9,2.6,5.1,32.2,53.6,36.9
Pembrokeshire,Wiston,004D,W01000623,18.0,7.3,6.9,9.6,1.1,16.9,85.4,18.3
Carmarthenshire,Abergwili,005A,W01000624,10.8,2.5,4.5,2.0,2.0,15.7,60.3,6.1
Carmarthenshire,Ammanford 1,013A,W01000625,28.0,29.3,30.3,37.5,18.2,39.6,11.6,19.3
Carmarthenshire,Ammanford 2,013B,W01000626,21.9,22.5,10.5,44.5,30.0,28.9,1.2,13.8
Carmarthenshire,Betws,013C,W01000627,21.1,21.0,19.6,12.7,10.2,31.1,38.3,15.0
Carmarthenshire,Bigyn 1,024A,W01000628,9.5,4.0,9.0,11.1,4.0,51.3,8.1,5.4
Carmarthenshire,Bigyn 2,024B,W01000629,22.7,22.7,22.5,34.3,36.8,26.1,8.0,2.7
Carmarthenshire,Bigyn 3,024C,W01000630,13.8,12.9,17.8,11.7,25.2,28.2,4.5,7.1
Carmarthenshire,Bigyn 4,024D,W01000631,49.1,58.4,69.7,59.6,28.2,46.9,3.9,22.4
Carmarthenshire,Burry Port 1,021A,W01000632,21.4,40.3,21.2,2.0,14.5,25.0,1.8,10.0
Carmarthenshire,Burry Port 2,021B,W01000633,26.6,25.1,34.3,24.5,36.2,49.4,5.9,28.3
Carmarthenshire,Burry Port 3,021C,W01000634,16.9,15.0,9.2,35.5,4.0,18.7,18.7,5.3
Carmarthenshire,Bynea 1,025A,W01000635,20.2,6.4,12.3,24.4,4.4,69.9,35.6,45.1
Carmarthenshire,Bynea 2,025B,W01000636,28.6,31.7,22.4,48.5,7.6,13.9,27.9,10.0
Carmarthenshire,Carmarthen Town North 1,007A,W01000637,25.4,26.8,31.5,27.2,18.1,23.5,17.8,20.4
Carmarthenshire,Carmarthen Town North 2,007B,W01000638,47.0,49.3,71.8,68.7,32.4,6.9,14.9,22.7
Carmarthenshire,Carmarthen Town North 3,007C,W01000639,18.9,26.7,15.8,7.2,31.6,22.4,6.6,22.6
Carmarthenshire,Carmarthen Town North 4,007D,W01000640,7.3,1.3,3.7,1.9,0.0,15.2,35.5,10.5
Carmarthenshire,Carmarthen Town South 1,008A,W01000641,22.3,19.3,26.7,24.8,48.1,25.4,8.6,19.2
Carmarthenshire,Carmarthen Town South 2,008B,W01000642,7.6,3.6,2.8,2.4,1.1,59.3,11.8,5.5
Carmarthenshire,Carmarthen Town West 1,006A,W01000643,24.0,25.8,28.3,25.9,16.3,50.7,11.0,4.2
Carmarthenshire,Carmarthen Town West 2,006B,W01000644,17.7,9.3,13.1,30.0,5.5,40.2,31.0,7.3
Carmarthenshire,Carmarthen Town West 3,006C,W01000645,13.5,13.1,13.6,5.5,16.5,40.9,11.3,11.7
Carmarthenshire,Cenarth,003A,W01000646,24.2,16.3,18.8,14.7,9.1,42.9,58.8,38.7
Carmarthenshire,Cilycwm,002A,W01000647,17.8,15.6,5.2,2.1,0.1,11.2,79.0,12.1
Carmarthenshire,Cynwyl Elfed 1,006D,W01000648,17.0,7.3,7.7,0.9,0.2,18.9,88.0,16.9
Carmarthenshire,Cynwyl Elfed 2,006E,W01000649,10.7,1.4,2.1,0.1,1.3,11.9,65.4,17.4
Carmarthenshire,Cynwyl Gaeo,002B,W01000650,23.3,15.7,10.3,13.6,0.3,6.7,100.0,17.5
Carmarthenshire,Dafen 1,020A,W01000651,10.0,6.5,8.1,11.0,9.3,47.9,3.2,9.0
Carmarthenshire,Dafen 2,020B,W01000652,25.7,40.0,30.4,13.8,6.6,29.8,0.4,29.0
Carmarthenshire,Elli 1,023A,W01000653,13.3,15.2,7.6,17.5,9.8,34.5,2.7,9.5
Carmarthenshire,Elli 2,023B,W01000654,17.7,17.3,15.5,13.7,30.8,65.6,0.7,10.6
Carmarthenshire,Felinfoel,020C,W01000655,28.6,39.2,34.4,26.2,15.2,33.0,4.3,15.6
Carmarthenshire,Garnant,010A,W01000656,27.1,30.3,24.5,33.5,13.5,14.2,36.6,5.9
Carmarthenshire,Glanamman 1,010B,W01000657,23.1,26.7,32.0,11.1,18.7,11.6,34.2,5.3
Carmarthenshire,Glanamman 2,010C,W01000658,22.7,24.7,20.6,27.6,12.2,16.6,27.5,10.7
Carmarthenshire,Glanymor 1,026A,W01000659,40.8,36.7,79.0,24.8,43.7,90.3,6.9,18.4
Carmarthenshire,Glanymor 2,026B,W01000660,35.1,47.9,31.2,16.0,29.4,86.4,14.4,22.1
Carmarthenshire,Glanymor 3,026C,W01000661,36.1,40.0,52.9,26.7,47.5,60.3,4.3,20.0
Carmarthenshire,Glyn (Carmarthenshire),016A,W01000662,17.1,13.0,15.2,19.6,7.3,2.6,36.5,25.6
Carmarthenshire,Gorslas 1,016B,W01000663,13.3,7.8,14.1,13.5,2.1,27.4,30.8,3.2
Carmarthenshire,Gorslas 2,016C,W01000664,13.5,6.4,12.6,4.2,8.5,35.8,41.3,10.2
Carmarthenshire,Hendy 1,017A,W01000665,7.6,3.8,3.4,4.2,2.4,5.1,32.3,9.7
Carmarthenshire,Hendy 2,017B,W01000666,11.9,11.6,14.1,4.8,8.1,17.7,18.3,13.2
Carmarthenshire,Hengoed (Carmarthenshire) 1,023C,W01000667,10.8,8.2,8.7,11.6,6.4,31.5,7.2,21.2
Carmarthenshire,Hengoed (Carmarthenshire) 2,023D,W01000668,39.9,51.7,27.8,62.1,19.7,6.0,27.8,20.6
Carmarthenshire,Hengoed (Carmarthenshire) 3,023E,W01000669,9.8,9.0,4.8,15.9,7.6,23.2,7.0,5.1
Carmarthenshire,Kidwelly 1,018A,W01000670,27.2,25.9,35.9,37.3,12.4,8.4,23.8,22.3
Carmarthenshire,Kidwelly 2,018B,W01000671,18.3,16.0,12.0,29.1,5.1,8.5,35.3,8.5
Carmarthenshire,Laugharne Township 1,014A,W01000672,22.8,15.0,29.1,7.6,6.6,17.4,62.3,35.3
Carmarthenshire,Laugharne Township 2,014B,W01000673,18.2,14.2,23.4,6.5,8.7,13.9,46.7,16.1
Carmarthenshire,Llanboidy,009A,W01000674,20.2,13.3,6.9,5.7,0.3,4.1,94.3,25.8
Carmarthenshire,Llanddarog,012A,W01000675,14.4,4.9,5.1,10.9,1.3,11.4,69.2,12.0
Carmarthenshire,Llandeilo 1,004A,W01000676,13.0,6.5,1.3,11.8,1.8,4.0,57.3,18.7
Carmarthenshire,Llandeilo 2,004B,W01000677,15.4,13.7,9.4,29.2,10.6,10.7,9.1,24.8
Carmarthenshire,Llandovery 1,002C,W01000678,17.8,15.7,11.0,0.2,2.5,25.6,64.4,11.9
Carmarthenshire,Llandovery 2,002D,W01000679,9.8,6.3,11.1,11.3,7.0,38.8,1.7,11.9
Carmarthenshire,Llandybie 1,011A,W01000680,10.5,6.2,1.8,6.8,0.8,21.1,44.1,2.3
Carmarthenshire,Llandybie 2,011B,W01000681,17.7,19.6,18.9,12.4,10.8,11.8,30.1,6.1
Carmarthenshire,Llanegwad 1,005B,W01000682,13.5,6.1,1.6,2.9,0.1,15.2,74.9,8.7
Carmarthenshire,Llanegwad 2,005C,W01000683,20.4,12.0,10.4,7.4,2.0,8.5,85.9,33.1
Carmarthenshire,Llanfihangel Aberbythych,005D,W01000684,18.0,14.7,4.7,15.2,0.4,9.8,68.2,7.8
Carmarthenshire,Llanfihangel-ar-Arth 1,001A,W01000685,29.6,22.8,29.7,32.4,5.2,28.0,58.4,30.1
Carmarthenshire,Llanfihangel-ar-Arth 2,001B,W01000686,12.9,3.1,13.9,4.1,0.4,4.0,63.4,12.0
Carmarthenshire,Llangadog,004C,W01000687,17.9,9.7,7.4,0.9,2.4,21.1,84.0,21.8
Carmarthenshire,Llangeler 1,003B,W01000688,26.0,26.0,20.0,18.1,3.6,39.1,49.9,27.4
Carmarthenshire,Llangeler 2,003C,W01000689,18.8,11.7,10.9,13.7,4.5,4.5,66.2,29.2
Carmarthenshire,Llangennech 1,019A,W01000690,15.8,7.6,16.0,25.5,8.9,8.9,40.2,1.5
Carmarthenshire,Llangennech 2,019B,W01000691,18.9,24.2,17.8,14.5,7.0,1.8,34.8,1.1
Carmarthenshire,Llangennech 3,019C,W01000692,13.2,6.0,7.9,19.4,11.7,18.0,25.8,22.7
Carmarthenshire,Llangunnor 1,008C,W01000693,16.8,7.3,15.8,32.4,8.1,9.4,38.9,2.7
Carmarthenshire,Llangunnor 2,008D,W01000694,20.5,10.7,9.5,28.5,6.8,24.7,51.6,33.2
Carmarthenshire,Llangyndeyrn 1,012B,W01000695,30.8,39.2,35.7,20.7,11.5,6.3,37.0,27.9
Carmarthenshire,Llangyndeyrn 2,012C,W01000696,21.5,24.0,19.8,9.3,3.7,7.8,52.3,15.5
Carmarthenshire,Llannon 1,015A,W01000697,23.3,14.7,41.4,27.8,12.0,29.2,14.7,32.1
Carmarthenshire,Llannon 2,015B,W01000698,22.1,23.4,22.0,24.9,10.3,15.5,27.8,13.8
Carmarthenshire,Llannon 3,015C,W01000699,13.0,5.5,6.9,10.1,3.9,22.3,49.8,7.8
Carmarthenshire,Llansteffan,014C,W01000700,15.6,6.7,9.0,11.6,1.2,14.0,60.4,23.2
Carmarthenshire,Llanybydder 1,001C,W01000701,16.0,9.8,8.2,7.0,0.3,9.6,65.6,21.3
Carmarthenshire,Llanybydder 2,001D,W01000702,32.3,19.3,22.1,45.7,3.2,45.9,61.3,56.3
Carmarthenshire,Lliedi 1,022A,W01000703,18.4,20.8,27.5,6.8,41.4,22.7,6.8,7.1
Carmarthenshire,Lliedi 2,022B,W01000704,8.4,9.8,5.6,10.0,4.5,9.0,10.2,3.3
Carmarthenshire,Lliedi 3,022C,W01000705,26.1,41.6,23.0,17.4,12.8,28.8,8.3,16.5
Carmarthenshire,Llwynhendy 1,025C,W01000706,18.1,23.4,21.3,12.2,16.1,30.3,9.3,1.7
Carmarthenshire,Llwynhendy 2,025D,W01000707,40.9,51.4,38.8,62.9,19.9,10.3,8.0,41.7
Carmarthenshire,Llwynhendy 3,025E,W01000708,42.8,54.7,56.5,37.3,40.3,28.5,13.8,25.9
Carmarthenshire,Manordeilo and Salem,004D,W01000709,17.8,9.6,10.6,6.3,0.4,5.7,84.5,13.7
Carmarthenshire,Pembrey 1,021D,W01000710,6.9,5.7,7.6,9.2,3.3,8.8,9.1,2.2
Carmarthenshire,Pembrey 2,021E,W01000711,29.9,37.0,29.6,52.7,14.8,5.2,6.0,13.0
Carmarthenshire,Penygroes (Carmarthenshire) 1,015D,W01000712,13.8,12.5,9.9,18.0,0.5,20.8,19.7,14.3
Carmarthenshire,Penygroes (Carmarthenshire) 2,015E,W01000713,11.1,7.4,4.9,25.9,2.7,13.2,15.1,7.0
Carmarthenshire,Pontamman 1,013D,W01000714,23.3,15.9,32.1,41.2,14.6,41.2,7.7,13.6
Carmarthenshire,Pontamman 2,013E,W01000715,12.4,11.1,10.0,21.6,5.2,11.5,11.4,10.6
Carmarthenshire,Pontyberem 1,016D,W01000716,13.9,5.3,15.6,18.6,6.0,3.5,40.5,10.9
Carmarthenshire,Pontyberem 2,016E,W01000717,21.2,20.7,41.2,11.3,4.7,1.6,35.6,3.4
Carmarthenshire,Quarter Bach 1,010D,W01000718,25.2,26.5,18.8,28.5,21.8,22.5,35.8,11.1
Carmarthenshire,Quarter Bach 2,010E,W01000719,20.1,12.7,19.8,23.9,12.9,22.2,39.4,19.6
Carmarthenshire,St. Clears 1,009B,W01000720,13.8,9.3,17.6,16.6,4.1,6.0,24.9,16.1
Carmarthenshire,St. Clears 2,009C,W01000721,20.5,12.2,16.9,40.6,2.2,6.7,41.8,12.1
Carmarthenshire,St. Ishmael 1,012D,W01000722,13.1,3.8,7.2,8.1,0.0,7.0,61.1,20.1
Carmarthenshire,St. Ishmael 2,012E,W01000723,16.8,13.5,20.0,7.1,4.0,12.5,48.9,6.6
Carmarthenshire,Saron 1,011C,W01000724,28.4,20.5,31.4,45.3,8.6,22.5,47.1,6.9
Carmarthenshire,Saron 2,011D,W01000725,22.3,12.8,13.2,54.9,5.1,25.2,28.7,13.1
Carmarthenshire,Swiss Valley 1,019D,W01000726,5.7,0.8,1.8,8.0,0.4,4.2,28.1,0.9
Carmarthenshire,Swiss Valley 2,019E,W01000727,7.7,9.3,6.0,10.3,0.0,6.1,10.2,0.1
Carmarthenshire,Trelech,003D,W01000728,21.4,8.8,18.6,19.1,0.2,5.0,82.6,23.1
Carmarthenshire,Trimsaran 1,018C,W01000729,26.3,35.5,43.3,23.5,3.5,0.8,8.3,18.1
Carmarthenshire,Trimsaran 2,018D,W01000730,21.9,24.1,24.0,15.1,11.5,9.5,32.0,26.0
Carmarthenshire,Tycroes,017C,W01000731,16.2,14.3,16.5,16.8,10.2,1.6,35.0,7.5
Carmarthenshire,Tyisha 1,026D,W01000732,27.1,33.6,34.9,11.9,45.0,57.0,2.8,11.4
Carmarthenshire,Tyisha 2,026E,W01000733,48.0,54.6,50.7,47.0,86.4,67.6,5.7,31.5
Carmarthenshire,Tyisha 3,026F,W01000734,38.1,51.0,30.2,26.3,63.2,78.3,6.0,16.6
Carmarthenshire,Whitland,009D,W01000735,21.7,12.4,19.4,21.3,3.8,31.6,51.8,30.6
Swansea,Bishopston 1,028A,W01000736,3.7,1.3,0.6,4.0,1.2,0.5,15.5,6.7
Swansea,Bishopston 2,028B,W01000737,10.1,1.5,4.0,1.4,1.2,1.7,59.6,19.7
Swansea,Bonymaen 1,014A,W01000738,55.9,69.9,63.1,75.6,62.5,23.4,2.4,32.5
Swansea,Bonymaen 2,014B,W01000739,41.9,44.9,57.5,45.7,47.9,34.9,4.4,47.1
Swansea,Bonymaen 3,014C,W01000740,13.3,13.2,10.2,17.5,12.4,22.6,8.9,11.2
